,index,AR.H.SE,AR.M.PB,AR.M.SE,DMRT1.H.PB,DMRT1.H.PB,EMX2.H.SE,ESR1.H.SE,ESR1.M.PB,GATA4.H.SE,GATA4.M.PB,LEF1.H.PB,LEF1.H.SE,LHX9.H.SE,SOX10.H.SE,SOX10.M.PB,SOX10.M.SE,SOX8.H.SE,SOX9.H.SE,SRY.H.SE,TCF12.H.Ch,TCF3.H.SE,TCF3.M.PB,WT1.H.Ch
0,0,0.39997092195011896,2.7749185194177937,-0.44255664006413,-1.0667688146630954,-1.17488446744477,0.4336260205285144,-2.3566325409036666,0.9504285730351498,-0.6481404276354618,-0.18475347091773994,-0.4492012048713956,-2.098801756068032,-0.9573858315050611,0.34739445830593574,-0.07804961100917727,-1.081248259674446,-0.21491302265232534,-0.6913966415478704,-0.6066046723574157,-0.7611673252741669,0.1350827485200681,-0.004155756011058238,-0.8186229308879124
